,star_key
4564,293.66803_42.22351
4565,289.86264_49.6373
4566,290.27328_47.98647
4568,298.97217_44.13238
4569,299.02353_41.82198
4570,297.18048_43.47711
4571,299.15503_40.28813
4573,285.8418_40.92545
4576,291.98416_38.08837
4578,300.40677_44.41419
4579,293.34497_39.25781
4580,291.65952_50.58388
4581,286.66296_47.4137
4582,284.67484_47.34081
4583,291.88657_44.22456
4584,289.69757_38.40885
4585,288.76028_50.17683
4586,291.63495_41.76569
4587,291.52313_37.88764
4588,294.29193_46.16197
4590,299.84598_40.84531
4591,290.19952_37.77699
4592,300.45883_43.93602
4593,294.31912_49.53213
4594,292.4393_45.95236
4595,298.28323_45.13094
4596,291.15805_42.57628
4597,295.78812_42.84636
4599,289.34863_50.48286
4600,285.08014_39.1839
4601,292.52734_40.7452
4602,298.57938_40.36511
4603,296.05405_45.82705
4604,299.55338_45.52205
4605,293.5192_41.67179
4606,287.17935_38.4337
4607,298.95847_40.86355
4608,293.65988_40.36194
4610,298.91165_47.6583
4611,296.06433_45.42862
4612,289.19958_49.30572
4614,301.11429_44.8258
4616,297.87793_40.10471
4617,294.31943_46.6196
4619,294.51126_38.7905
4621,290.47421_38.42737
4622,290.47714_38.42691
4623,295.36914_40.78712
4624,299.21881_44.18186
4625,282.19843_46.52029
4626,294.77063_39.7512
4629,298.7836_43.85483
4630,288.32785_38.62762
4631,288.32785_38.62762
4632,290.93845_37.70117
4633,290.34445_38.37707
4634,295.74377_50.83092
4635,295.74377_50.83092
4637,295.15491_43.44432
4638,297.69974_40.64147
4639,296.35413_48.86362
4640,298.57819_40.67548
4641,299.81671_45.33282
4642,291.24664_42.56238
4643,294.10733_46.20947
4644,294.30585_40.19378
4645,292.35748_49.51451
4646,290.14914_50.23918
4647,298.30786_41.96539
4649,293.68225_45.5114
4650,293.88541_39.51981
4652,294.59052_41.94651
4653,296.65707_46.38052
4654,294.61365_45.98462
4655,285.68704_38.26115
4656,298.13248_41.33427
4657,288.64627_50.78898
4658,295.20288_38.51955
4659,298.12396_42.40317
4660,296.59149_50.49003
4661,292.16907_41.61976
4662,294.77493_43.59292
4663,285.38742_45.04905
4664,294.07938_39.72964
4666,298.49451_40.73361
4667,281.7446_44.16964
4668,297.20352_41.22891
4669,293.76782_46.23759
4670,297.75845_41.51364
4671,288.44485_41.1726
4672,298.67557_44.17573
4674,295.19583_42.41891
4675,300.87231_44.14432
4676,287.80722_43.18878
4677,300.41293_46.38067
4678,300.41293_46.38067
4679,298.25992_48.21896
4680,299.17062_40.87106
4681,295.74759_42.40163
4682,292.80579_44.23605
4683,283.0437_47.80463
4684,291.90335_38.92586
4686,295.25116_45.84297
4688,293.84235_49.66206
4689,301.0473_45.08763
4690,286.43134_42.09834
4694,295.93347_40.30057
4695,291.8819_37.18911
4697,293.15765_40.26271
4698,294.48807_46.3341
4700,292.7337_37.55931
4701,292.13733_38.60235
4702,286.69733_42.45116
4703,298.22964_41.45984
4704,297.94922_40.53071
4705,293.0748_38.16972
4707,299.78207_44.19981
4708,292.61954_48.08148
4709,293.77213_44.63847
4710,290.55951_49.94301
4711,297.64441_43.63217
4713,289.76361_51.9626
4714,297.42035_39.77511
4715,288.02426_43.54584
4716,298.99731_43.39886
4717,299.01227_40.66003
4718,290.01151_48.2442
4720,300.33237_44.98614
4721,299.37808_40.75736
4722,298.80362_44.4174
4723,288.97165_44.62453
4724,290.33813_44.60387
4726,292.17706_44.7866
4728,294.39557_50.71959
4729,297.33582_46.15099
4730,291.96689_47.69846
4731,299.26431_47.49179
4732,294.74448_41.74996
4733,284.91049_48.43164
4736,297.61902_40.56806
4737,286.61371_38.89197
4738,297.64737_40.53646
4739,297.64737_40.53646
4740,293.7749_45.08764
4741,293.20209_40.17092
4742,293.1416_40.2623
4744,287.2106_44.84913
4747,297.91864_45.34706
4748,299.87238_45.49959
4749,295.841_47.68189
4750,295.03903_43.95454
4751,293.69742_39.03639
4752,298.84979_44.61501
4753,294.90765_40.27883
4754,294.53214_43.75441
4755,296.28696_44.02267
4756,298.52603_40.61209
4757,295.11502_45.96648
4758,279.85272_43.66446
4759,296.0878_41.31684
4760,290.73367_40.43116
4761,290.2442_40.55927
4762,290.33612_40.65306
4763,289.81805_40.72392
4764,297.92322_42.93879
4765,290.51105_40.70857
4766,299.97183_45.80974
4767,293.38184_46.0987
4768,292.65988_46.15954
4769,293.21356_46.17513
4770,300.41727_46.33599
4772,292.77484_47.4511
4773,290.82733_47.44686
4775,298.74857_46.68047
4776,296.40686_51.35815
4779,291.58517_45.71579
4780,285.87671_39.68595
4781,294.04828_38.36411
4783,298.88397_41.66208
4785,287.39417_43.08068
4788,289.86963_46.72971
4790,294.91611_46.94498
4791,297.58942_43.51618
4792,298.77295_46.92125
4793,297.78775_47.09833
4794,292.77899_47.55222
4795,298.50989_48.24014
4796,286.2872_44.49371
4797,292.71548_41.94356
4798,297.29269_48.11438
4799,295.06677_43.98209
4802,285.69199_45.68939
4803,295.16199_46.76273
4804,281.24307_42.25493
4805,296.99405_41.12947
4807,298.77509_42.39323
4808,292.75653_43.03689
4809,298.8222_42.39464
4810,298.49808_42.46641
4811,297.12173_42.67332
4812,296.34103_47.17086
4813,299.2529_47.279
4814,298.73807_47.38174
4815,287.24149_43.67966
4816,298.77988_47.66095
4817,296.92874_47.88295
4818,297.61398_47.8114
4819,292.71729_41.90122
4820,292.74707_42.37993
4821,291.77136_42.67125
4822,294.99725_43.43592
4823,296.22214_39.26896
4824,297.07379_41.22448
4826,298.55258_47.24732
4827,291.67123_42.81236
4828,294.38538_43.82547
4829,297.1322_46.25649
4830,293.09589_47.99658
4831,292.76535_47.51227
4832,296.74991_42.95236
4833,298.14603_43.0752
4834,296.80951_43.45085
4835,290.73578_44.09049
4836,294.24811_46.37401
4837,295.25388_46.76136
4838,288.59802_43.68147
4840,290.15634_48.81899
4841,284.86145_49.02699
4842,292.8053_49.04046
4843,287.66364_49.1415
4845,295.73535_42.57625
4846,295.51825_39.59339
4847,298.5798_40.07218
4848,295.26447_44.09856
4849,297.59946_40.55901
4850,295.62659_49.13043
4852,283.0527_41.85971
4853,294.80182_43.13324
4854,297.66129_47.62394
4855,299.06693_47.89519
4856,297.46457_48.088
4859,298.39774_48.21232
4860,290.28619_51.83403
4861,295.32501_40.18758
4862,295.00293_44.09203
4864,284.37183_40.71297
4866,297.14883_46.29695
4867,296.38882_41.04057
4868,285.22531_49.42418
4869,291.82501_42.86651
4870,289.80423_38.37071
4872,298.0513_43.16491
4873,281.57571_43.06811
4874,289.76114_38.35352
4876,285.30206_49.26345
4877,285.53549_49.29844
4878,292.13745_38.59942
4879,291.09161_42.05848
4882,287.18005_38.41413
4883,296.67761_40.65369
4884,296.8017_43.65426
4886,294.06879_44.57477
4887,291.5705_42.73772
4889,292.55612_47.32908
4890,293.17096_40.99559
4891,292.05014_38.261
4892,288.03152_46.82755
4894,298.89954_43.39564
4895,291.60449_41.30936
4896,290.38721_37.47818
4897,297.72037_40.6502
4899,292.96844_37.48869
4900,292.91891_38.20669
4902,287.18961_38.43166
4903,291.24313_42.63017
4905,290.17502_52.22034
4906,296.64755_41.17702
4907,283.75385_47.79695
4908,286.40198_39.3388
4909,291.59357_42.7193
4910,290.233_52.33601
4911,284.36203_41.57755
4914,291.83051_42.86773
4915,299.04044_46.67037
4916,285.33154_41.06391
4918,283.99509_39.917
4919,280.80157_44.03399
4920,293.83289_38.73634
4921,286.95236_38.91833
4922,291.04391_39.02368
4923,294.57605_39.03928
4924,287.83228_39.22555
4925,297.02771_46.87452
4926,293.33835_41.59024
4928,287.13028_48.66537
4929,287.53503_49.80166
4930,295.83484_41.42697
4931,292.13733_48.91719
4932,294.34845_46.39076
4933,296.9028_41.19819
4935,287.92313_40.51727
4936,295.164_39.20141
4937,283.3457_45.27446
4939,289.68658_39.2972
4940,295.88867_39.9113
4941,288.4743_40.08568
4942,297.19012_40.02797
4943,294.83679_40.2656
4945,296.4201_42.93699
4947,297.63519_41.64187
4948,292.6597_42.27283
4949,291.60602_42.70372
4950,297.57712_40.02771
4951,291.76056_42.92392
4952,295.29874_38.9305
4953,294.0282_46.20177
4954,294.31287_40.31972
4956,295.05322_50.34774
4957,286.54303_44.50962
4958,290.74661_39.91103
4959,286.94971_45.35383
4962,299.18491_40.48437
4963,298.46799_40.51668
4964,290.51465_40.693
4965,292.55685_40.63819
4967,284.6947_46.37259
4969,296.42896_39.13376
4970,290.88684_47.32668
4971,295.54919_47.72657
4972,291.64459_42.72235
4973,288.90982_44.60836
4974,282.54819_41.33443
4975,290.87228_43.333
4976,298.69202_39.98404
4977,284.21942_44.26854
4978,283.34448_41.20174
4979,297.13824_44.37808
4980,293.35101_40.05971
4981,295.40433_42.98142
4982,297.39066_47.22387
4983,291.52365_38.40519
4984,288.24796_42.10746
4985,299.38208_40.75814
4986,298.0607_40.96073
4987,295.15802_41.04787
4989,299.62198_41.21251
4990,291.58408_42.62218
4992,299.34885_40.62132
4993,287.80338_40.89023
4994,298.35513_40.04994
4995,292.63052_45.57422
4996,292.52948_38.28285
4997,295.97556_44.71345
5000,292.69489_41.33642
5001,283.75253_40.84237
5002,288.63629_42.13819
5003,287.99161_42.93377
5004,289.11868_43.07739
5006,294.98788_47.21986
5007,300.46063_45.01384
5008,296.08609_51.12704
5009,286.40833_37.42676
5010,287.20215_37.94825
5011,293.539_44.49492
5012,301.70923_44.28179
5014,286.83035_42.2792
5015,293.93689_42.96156
5016,286.42599_43.26428
5017,287.23676_43.56721
5018,291.5907_42.66989
5019,298.64505_42.08985
5020,287.79138_42.57411
5021,290.30646_45.75093
5022,298.26663_46.41299
5023,293.67361_42.66646
5024,291.82965_42.73768
5025,296.80344_46.74115
5026,285.87708_39.69069
5028,296.03668_47.18012
5029,285.37082_47.9465
5030,296.01447_42.42228
5031,291.16675_38.78019
5032,289.1524_50.25316
5033,287.60461_42.16678
5034,289.07571_51.75744
5035,299.12851_41.58754
5036,299.59305_43.69309
5037,283.19598_43.89097
5038,284.51019_43.96166
5039,296.52682_43.96023
5040,300.43979_43.93073
5041,291.70721_42.61335
5042,293.20831_38.00332
5043,291.69385_38.96407
5045,295.98465_50.2482
5046,291.65952_50.58388
5048,292.39539_43.86907
5049,295.2269_46.77287
5050,297.55859_40.63467
5051,295.5495_43.04772
5052,298.83673_43.44302
5053,295.87747_42.98363
5055,298.20071_41.72921
5056,298.55786_41.82563
5057,297.89221_47.49809
5058,281.27295_47.7744
5059,300.4472_43.92954
5060,300.79263_43.96748
5061,296.49356_44.05232
5062,287.8569_44.1028
5063,296.60672_44.47292
5064,282.86319_41.79668
5066,297.13702_39.89184
5067,299.78946_44.171
5068,294.85565_42.79067
5070,291.77164_47.5299
5071,298.8461_43.40352
5074,295.73996_38.86228
5076,294.34216_39.56236
5077,294.19211_39.619
5078,292.79404_40.07458
5079,293.02615_40.07305
5080,291.97382_48.26231
5081,297.53055_48.38747
5082,286.54001_49.43733
5083,288.24615_43.13584
5084,289.25012_41.48487
5086,297.15662_40.89879
5087,281.11948_42.9944
5088,286.65024_47.24233
5091,288.17081_43.5012
5095,287.73572_42.82342
5096,285.5463_48.41085
5097,283.97751_44.81156
5098,290.91119_38.33558
5101,286.71564_48.64528
5102,297.29269_48.11438
5103,290.17618_46.69834
5104,282.23969_43.24405
5105,285.25366_46.58219
5106,289.34143_46.98824
5107,288.28134_46.63791
5108,294.29269_46.15941
5109,291.38715_46.88168
5110,286.92056_41.37115
5114,288.71979_40.98614
5115,292.3407_37.27986
5117,289.92453_49.88247
5118,293.61337_44.97542
5119,290.08478_51.2086
5121,289.46765_52.19809
5122,291.38965_45.52717
5124,297.10153_41.87686
5125,293.57123_43.28648
5126,287.62094_49.58463
5129,298.81332_41.62747
5130,291.63528_47.93202
5132,294.95102_43.01243
5133,288.49313_42.69248
5134,288.27991_48.95052
5135,281.89307_44.82746
5136,298.37384_40.61842
5138,285.88837_47.88038
5139,291.05722_44.63238
5140,289.94556_43.66593
5141,293.74628_40.41774
5142,295.78586_40.47977
5143,298.51175_40.45947
5145,292.29816_40.52459
5146,294.22009_40.59223
5147,291.85382_41.76404
5148,291.91058_41.75098
5149,293.56754_41.76398
5150,286.23264_38.20289
5151,292.55002_39.02381
5152,288.89194_40.56314
5154,287.66339_43.47145
5155,295.51279_39.08849
5156,296.10361_39.05622
5157,291.8476_39.14357
5158,294.40005_39.17159
5159,298.89673_40.57853
5160,299.84723_40.50777
5161,283.03632_40.64499
5162,287.8595_40.68796
5163,298.18536_41.73395
5165,293.28232_41.85462
5166,297.05902_41.84322
5168,290.1488_38.51328
5169,285.88864_38.48686
5172,296.30716_39.11712
5173,296.40408_39.16981
5175,288.78134_39.28825
5176,289.31668_39.23509
5177,292.1795_39.23862
5179,289.33835_40.62534
5180,289.39078_40.65478
5182,296.6781_40.64903
5183,291.71484_41.9325
5185,292.79022_41.94864
5186,293.0798_41.94772
5187,291.94852_36.95208
5188,291.32748_37.1267
5193,285.18643_39.35729
5194,286.37234_39.3423
5195,286.5657_39.38969
5196,289.23367_39.38652
5197,294.57065_39.3314
5198,297.51108_40.61908
5199,297.56931_40.61964
5200,289.29504_40.71674
5201,295.62753_40.70625
5202,296.50043_40.72123
5203,293.33401_41.93732
5204,297.54156_41.9509
5205,298.53922_41.98696
5206,289.72461_42.00605
5207,290.08987_42.07611
5208,292.41116_42.03948
5210,291.55548_37.44516
5211,292.10245_37.56691
5213,291.96451_37.60878
5214,292.02686_37.60065
5216,295.87695_39.33639
5217,296.01428_39.35688
5218,291.69095_39.42544
5219,292.11526_39.49855
5221,289.07651_39.57044
5222,298.91757_40.71696
5223,299.33298_40.71435
5224,285.63928_40.84763
5225,286.04263_40.86029
5226,289.39359_40.89634
5230,293.64468_42.03349
5231,293.80481_42.026
5232,294.51157_42.09015
5233,298.98239_42.08262
5234,287.21124_42.10772
5235,292.97159_37.65733
5236,290.20993_37.72598
5237,290.31512_37.74245
5238,293.41391_37.79949
5239,290.17807_37.85204
5242,293.1196_39.5623
5243,293.40259_39.56713
5244,292.98447_40.81302
5245,299.19092_40.82264
5246,299.70837_40.86424
5247,299.71024_40.87804
5248,283.92465_40.96839
5250,293.99109_42.26086
5251,292.36017_42.38184
5252,291.875_43.62671
5254,298.79889_42.39089
5255,290.1824_37.81876
5256,290.28079_37.88217
5257,291.18762_37.8535
5259,294.19467_43.67708
5260,292.95239_37.85713
5261,290.23746_37.91072
5262,290.31427_37.94801
5265,294.09631_39.64708
5266,297.48386_39.63649
5267,289.72604_39.71681
5268,297.42007_39.77375
5269,286.8252_39.80251
5270,292.91092_40.95436
5271,298.51501_40.90399
5273,288.32599_41.02762
5274,288.9754_41.08224
5275,289.88107_41.06922
5276,292.0715_41.0999
5277,288.72742_42.12144
5278,290.84195_42.18313
5279,291.5249_42.16994
5281,293.0849_42.15055
5282,294.0647_42.11287
5283,295.89999_42.133
5284,298.34109_42.11489
5285,290.76639_37.91683
5286,291.01529_37.96777
5287,286.31915_38.0864
5288,287.11649_38.00305
5289,290.99982_38.00026
5290,293.2811_38.08224
5291,290.93896_38.11957
5292,286.88327_39.81669
5293,288.61954_39.85696
5294,289.87711_39.83624
5295,290.2706_39.85185
5296,292.89105_39.88398
5297,295.42935_39.88654
5299,298.50342_41.08018
5300,285.10342_41.11247
5301,289.53439_41.15753
5302,299.14111_41.185
5303,286.55112_42.2348
5304,288.30215_42.23728
5305,288.57758_42.29602
5306,294.42056_38.19053
5308,292.30801_38.2906
5309,287.8613_38.37229
5310,297.31741_39.87797
5311,283.8624_39.9454
5312,284.52118_39.95066
5315,288.37491_41.27457
5316,290.40628_41.22184
5318,291.32291_42.42207
5319,291.88705_42.43015
5320,293.06_42.40278
5321,282.99341_42.54706
5322,284.18527_42.56327
5323,292.68399_38.36573
5324,294.04364_38.36454
5326,291.34595_38.46438
5327,291.39856_38.44638
5328,293.13907_39.92574
5329,294.06229_39.90223
5330,296.93536_39.92493
5331,298.34821_39.97628
5332,283.89719_40.07137
5333,288.97766_40.01053
5334,293.91647_41.24197
5335,297.10431_41.21992
5336,298.38043_41.29639
5337,299.04315_41.23398
5339,290.13269_38.51368
5340,292.93695_38.59307
5342,289.86099_40.05564
5344,292.91852_40.0529
5345,295.33859_40.00787
5346,296.99066_40.0753
5347,288.90735_41.35582
5349,295.27454_38.56478
5350,287.72379_38.62423
5351,290.72061_38.69758
5352,290.96146_38.67344
5353,291.7262_38.6866
5354,292.00742_38.61733
5355,297.36008_40.03184
5356,286.91632_40.16667
5357,290.45596_40.14574
5358,291.1084_40.18299
5359,292.94348_40.11794
5362,296.37366_41.39183
5365,289.62195_41.4562
5367,293.69916_41.40222
5368,293.99844_38.61744
5370,287.32892_38.7078
5371,290.19086_38.77953
5372,291.12909_38.74053
5373,291.19971_38.71133
5375,298.0976_40.14069
5376,298.32886_40.14717
5377,284.97217_40.20811
5378,289.53738_40.21331
5379,296.1803_41.41307
5380,297.17383_41.47111
5381,297.67651_41.42859
5382,298.60699_41.44601
5383,284.05667_41.57673
5384,288.85443_41.57445
5387,293.65378_38.8339
5388,293.66641_40.20363
5390,299.18686_40.20593
5392,287.96375_40.31032
5393,291.96027_41.57861
5395,292.31476_41.58232
5396,282.92862_41.60609
5397,289.39316_41.6967
5398,283.21274_45.34986
5400,295.55817_38.8468
5401,286.95206_38.96094
5403,286.97745_38.91326
5404,290.33026_38.91772
5405,289.61139_40.33584
5406,290.0405_40.33738
5407,293.44922_40.3263
5408,293.7785_40.3092
5409,295.18088_40.33988
5411,290.47375_41.62755
5412,292.08868_41.60246
5413,292.48141_41.63429
5414,293.24936_41.65961
5415,293.37396_41.62486
5416,293.54422_41.65264
5417,283.16446_41.77852
5421,287.20685_40.003
5422,299.90427_43.69495
5423,287.76627_42.32272
5425,290.97659_38.9961
5427,291.06427_38.97066
5429,292.4649_38.90742
5430,293.70566_38.95528
5431,293.93387_38.94484
5433,298.20096_40.39232
5434,286.89532_40.46011
5435,287.77182_40.44805
5436,288.27094_40.40042
5437,289.02536_40.42201
5438,290.74387_40.47949
5439,285.4115_41.71586
5440,291.6535_41.74177
5441,291.82629_41.7173
5442,284.22333_48.83177
5443,295.30209_40.0698
5445,291.70251_50.86349
5446,282.38327_48.04278
5447,299.98813_43.66332
5448,290.46207_48.69955
5450,287.40594_39.02089
5451,291.17975_39.09965
5452,291.21167_39.09319
5453,293.6925_39.02214
5454,294.33981_39.07333
5455,283.8996_45.72423
5456,285.50418_45.71348
5458,288.9707_45.73208
5460,283.8663_47.22827
5461,289.41861_47.29189
5462,292.12549_47.22197
5463,297.09702_47.22349
5465,286.03711_43.20401
5466,288.63306_43.20531
5467,288.91037_43.21846
5468,294.93484_43.21283
5469,295.30634_43.24958
5470,296.0347_44.56221
5471,296.83002_44.54915
5472,296.94693_44.55376
5473,298.51447_44.50028
5474,283.7251_44.67886
5475,300.35648_45.73709
5476,297.29742_45.88175
5477,298.73535_45.86398
5479,298.55719_47.25199
5480,288.77939_47.34437
5481,298.01306_47.32501
5482,281.5239_47.47475
5483,282.19702_47.41958
5485,288.74359_43.35109
5486,297.25482_43.30898
5487,285.70206_44.68699
5488,286.20068_44.64772
5489,286.28214_44.6651
5490,286.78064_44.61556
5492,284.92264_45.97346
5493,287.25195_45.9529
5494,291.28577_45.95365
5495,291.3595_45.93539
5497,297.83392_47.42073
5498,289.53293_47.59693
5499,296.2486_47.52654
5500,297.04718_47.51762
5501,297.53174_43.35037
5502,281.6337_43.41158
5504,289.76526_43.43233
5505,290.85773_43.48455
5506,291.13617_43.47675
5507,291.97943_44.69516
5508,292.27148_44.69726
5509,297.04089_44.62812
5510,286.28964_44.746
5511,295.06277_45.9039
5512,297.14429_45.95098
5514,285.07355_46.03348
5515,287.25385_46.09477
5516,287.37115_46.05119
5517,295.80463_47.67091
5518,296.4761_47.70302
5519,296.80301_47.78583
5520,294.99432_43.49432
5523,286.51007_43.50763
5524,287.49988_43.59108
5525,291.08795_44.75179
5526,300.95102_44.74918
5527,283.34769_44.88938
5528,285.75574_44.85244
5529,288.47919_46.05821
5530,291.21664_46.02248
5533,299.18796_47.77029
5534,281.66693_47.87691
5536,290.83856_43.52674
5537,296.61633_43.5293
5538,289.74466_43.68461
5539,286.38165_44.87908
5541,289.30008_44.82861
5542,299.99295_44.88612
5544,284.03015_44.90872
5545,299.84818_46.06804
5547,297.88663_46.19058
5548,292.70148_48.14328
5549,298.70694_48.10091
5550,289.97064_43.66224
5552,295.03766_43.62122
5553,295.04797_43.65043
5554,295.66922_43.65478
5555,299.10294_43.69421
5556,286.7926_44.96837
5557,288.5152_44.92323
5558,289.32968_44.97421
5559,296.42862_44.98021
5560,289.25467_45.05521
5563,294.25906_46.2212
5565,295.75208_46.25387
5566,297.14346_46.22846
5567,297.58429_47.89274
5568,297.69446_47.87896
5569,290.25308_47.98332
5571,281.9617_43.71387
5572,283.5701_43.73612
5573,287.27939_43.76498
5574,294.31674_43.79764
5575,295.27673_43.70651
